,course_title,price,num_subscribers,level,subject,idioma
309,BITCOIN VISUALLY. Part I.,50,115,Beginner Level,Business Finance,Ingles
310,Learn and Master the Basics of Finance,20,43,Beginner Level,Business Finance,Ingles
311,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,75,55,All Levels,Business Finance,Ingles
312,Mastering the Market : (Technical Analysis + Candlestick),90,18,All Levels,Business Finance,Ingles
313,Mastering Countertrend Trading : High Profit Trading Pattern,40,14,All Levels,Business Finance,Ingles
314,Exam 1 Review - Managerial Accounting (U of H),30,47,Beginner Level,Business Finance,Ingles
315,* An Integrated Approach to the Fundamentals of Accounting,200,134,All Levels,Business Finance,Ingles
316,Get to grips with the CFA calculator,20,153,All Levels,Business Finance,Ingles
317,Financial Model Fundamentals-Learn the Essential Skills,75,47,All Levels,Business Finance,Ingles
318,Forex: Economic News Trading,25,42,All Levels,Business Finance,Ingles
319,Analyze Real Estate Investments | Financial Modeling,20,120,All Levels,Business Finance,Ingles
320,Forex For Beginners - A Guide To Currency Trading,20,68,Beginner Level,Business Finance,Ingles
321,Raise Your Credit Score to 800 Or More....,50,844,All Levels,Business Finance,Ingles
322,Financial Management Budgeting Techniques,20,2045,All Levels,Business Finance,Frances
323,Forex Killing Divergence - How to trade with precision,20,1168,All Levels,Business Finance,Ingles
324,Working Capital Management for CA / CFA / CPA Exams,25,2342,Intermediate Level,Business Finance,Ingles
325,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,20,2268,All Levels,Business Finance,Ingles
326,Corporate Finance 101: Financial Statement Analysis & Ratios,50,967,All Levels,Business Finance,Ingles
327,Mastering Futures Options for Beginners - Your Top 5 Plays!,200,1185,Beginner Level,Business Finance,Ingles
328,"Professional Options Trading, Simplified",200,631,All Levels,Business Finance,Ingles
329,"Advanced Options Concepts - Probability, Greeks, Simulation",60,968,Intermediate Level,Business Finance,Ingles
330,Accounting Basics - A Complete Study,180,1132,All Levels,Business Finance,Ingles
331,Case Studies in Macro Economics,50,114,Beginner Level,Business Finance,Ingles
332,My Forex Strategy that win consistently over and over,200,204,Intermediate Level,Business Finance,Ingles
333,Understand Banks & Financial Markets ,30,1548,All Levels,Business Finance,Ingles
334,Stock Technical Analysis with Python,50,409,All Levels,Business Finance,Ingles
335,How to Become an Accountant from scratch!,40,1169,Beginner Level,Business Finance,Ingles
336,How to invest in Gold,50,249,Beginner Level,Business Finance,Ingles
337,Automate Your Finances,20,690,Beginner Level,Business Finance,Frances
338,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),150,1340,All Levels,Business Finance,Ingles
339,Accounting Made Easy: A Quick Guide to Financial Accounting,95,274,All Levels,Business Finance,Ingles
340,Futures/Commodity Training (Basics),0,4863,Beginner Level,Business Finance,Ingles
341,Cost Accounting Marginal Costing Theory and Practice,20,1923,All Levels,Business Finance,Ingles
342,The Big Volatility Short: The Best Trade On Wall Street!,200,224,All Levels,Business Finance,Ingles
343,Master Finance in Three Hours,20,721,Beginner Level,Business Finance,Ingles
344,Learn Options on Futures for Hedging Options and Stocks,60,51,Expert Level,Business Finance,Ingles
345,Option selling trading as income source. Beginners friendly,195,1276,All Levels,Business Finance,Ingles
346,Introduction to Value Growth Investing,0,2768,All Levels,Business Finance,Ingles
347,Become A Forex Trader - Forex trading like a professional,0,1735,All Levels,Business Finance,Ingles
348,Hedge Fund Trading System,0,8985,All Levels,Business Finance,Aleman
349,Bulletproof Personal Finance: Expert Asset Allocation,45,1119,All Levels,Business Finance,Ingles
350,Financial Accounting: The Complete Introductory Crash Course,100,2591,All Levels,Business Finance,Ingles
351,Learn About Trading Options from a real wallstreet trader,20,1046,All Levels,Business Finance,Ingles
352,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,20,2239,All Levels,Business Finance,Ingles
353,How to Build a Massive Stock Portfolio from Zero!,200,1882,All Levels,Business Finance,Ingles
354,Introductory Forex Trading Course,0,5931,Beginner Level,Business Finance,Ingles
355,Budgeting Hacks to Build Wealth!,0,4931,Beginner Level,Business Finance,Ingles
356,Accounting and Finance for Bankers - A Comprehensive Study,180,3056,All Levels,Business Finance,Ingles
357,Forex Prep Academy for Beginners-Real trades!,75,1303,Beginner Level,Business Finance,Ingles
358,Accounting for Deferred Taxes (Professional Course Level),25,2924,All Levels,Business Finance,Ingles
359,TRADING TRUTHS,50,1405,All Levels,Business Finance,Ingles
360,The Binary Institute - Introductory Course in Binary Options,0,1121,All Levels,Business Finance,Ingles
361,Forex Trading vs Option Trading,95,1776,All Levels,Business Finance,Ingles
362,How to Invest in Stocks + Billionaire Investing Tips,40,1643,All Levels,Business Finance,Ingles
363,Value Investing For Beginners,100,801,Beginner Level,Business Finance,Ingles
364,TRADING TACTICS,145,951,All Levels,Business Finance,Ingles
365,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,30,1278,Beginner Level,Business Finance,Ingles
366,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,50,1184,All Levels,Business Finance,Ingles
367,build a solid foundation for trading options,20,1115,All Levels,Business Finance,Ingles
368,Forex Scam: Avoid the scam today,20,1086,All Levels,Business Finance,Ingles
369,Cost Accounting Crash Course,20,3730,All Levels,Business Finance,Ingles
370,Option Trading for Rookies: Basic Option Strategies,95,810,All Levels,Business Finance,Ingles
371,Business Analysis:  Working with Use Cases,90,2338,All Levels,Business Finance,Ingles
372,Learn to Raise the Funds You Need via Crowdfunding,20,3403,All Levels,Business Finance,Ingles
373,Business finances,75,4695,Beginner Level,Business Finance,Ingles
374,Financial Accounting - A Brief Introduction,0,17847,Beginner Level,Business Finance,Ingles
375,Trading Economic Indicators - Complete Trading System,50,2692,Beginner Level,Business Finance,Ingles
376,Foundation of Options Trading and Investing,20,6374,All Levels,Business Finance,Ingles
377,Option Trading - How To Earn If You Can't Predict The Market,145,2305,All Levels,Business Finance,Ingles
378,The Financial Analyst Skills Training (FAST) course 2017,100,589,All Levels,Business Finance,Ingles
379,Covered Calls - Powerful Income Strategy for Stock Traders,60,22,Beginner Level,Business Finance,Ingles
380,Accounting 1 Simplified for You,45,2490,Beginner Level,Business Finance,Ingles
381,[Value Investing] Where White People Keep Their Money,200,2715,Expert Level,Business Finance,Ingles
382,How to Start Investing: Made Simple and Easy,200,1506,All Levels,Business Finance,Ingles
383,Basics of Commerce A Complete Study,150,2197,All Levels,Business Finance,Ingles
384,The Passive Investing Blueprint - Build Wealth Passively,200,338,All Levels,Business Finance,Ingles
385,7 Steps: Your Introduction to Trading,25,1076,Beginner Level,Business Finance,Ingles
386,Forex - Elliott Wave Theory with Fibonacci. ,20,2769,All Levels,Business Finance,Ingles
387,The Actuarial Profession: Basic Sciences and Principles,25,1531,Beginner Level,Business Finance,Ingles
388,Investing in stocks: Avoid stock market loss,125,1136,Beginner Level,Business Finance,Ingles
389,QuickBooks Online: Complete Guide & Certification tips,50,2187,All Levels,Business Finance,Ingles
390,Build Financial Models & Value Companies The Easy Way,20,1609,All Levels,Business Finance,Ingles
391,Adventure Capital: How to pay off debt ,20,2895,Beginner Level,Business Finance,Ingles
392,Chart Patterns Trading Demystified,200,1023,All Levels,Business Finance,Ingles
393,Financial Planning & Analysis: Building a Company's Budget,150,1988,All Levels,Business Finance,Ingles
394,Simple things you must know before start FOREX (OFFER),200,1053,Beginner Level,Business Finance,Ingles
395,Practical Finance,20,4497,All Levels,Business Finance,Español
396,Forex Trading: Comprehensive & Concise Forex Trading Course,160,2379,All Levels,Business Finance,Ingles
397,Leaps Options Trading System - Diagonal Leaps Options Spread,200,993,All Levels,Business Finance,Ingles
398,Finance - Ratios Analysis & Interpretations,30,10338,Beginner Level,Business Finance,Ingles
399,Forex Trading -  Learn to Trade From Scratch!,20,1423,Beginner Level,Business Finance,Ingles
400,Technical Analysis tools for Stocks and Options trading,40,3555,All Levels,Business Finance,Ingles
401,Quantitative Trading Analysis with R,50,567,All Levels,Business Finance,Ingles
402,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),200,1085,All Levels,Business Finance,Ingles
403,Get Started With Penny Stocks -Step by Step Guide to Trading,200,7159,All Levels,Business Finance,Ingles
404,CPA 101: How To Master Affiliate Marketing In No Time,100,11517,All Levels,Business Finance,Ingles
405,Corporate Internal Controls and Fraud Controls,50,1,Intermediate Level,Business Finance,Ingles
406,"Forex trading tactics, that work!",20,10,Beginner Level,Business Finance,Ingles
407,Professional Risk Manager (PRM) Certification: Level 2,50,41,All Levels,Business Finance,Ingles
408,Trading Options Basics,200,8,Beginner Level,Business Finance,Ingles
409,Practical Trading on Financial Futures & Options Markets,50,43,Beginner Level,Business Finance,Ingles
410,Bookkeeping made simple,30,23,Beginner Level,Business Finance,Ingles
411,The Visual Learning Basic Accounting Course,20,9,Beginner Level,Business Finance,Ingles
412,ChalkTalk: Financial Accounting,20,25,All Levels,Business Finance,Ingles
413,The 7 fundamentals to Successful Cashflow Management,25,7,All Levels,Business Finance,Ingles
414,How to trade options,45,12,Intermediate Level,Business Finance,Ingles
415,Coaching Course:Investment Analysis for your clients,200,1,Intermediate Level,Business Finance,Ingles
416,Harnessing the Power of Growth Stocks,50,29,Intermediate Level,Business Finance,Ingles
417,The Investment Banking Recruitment Series,40,17,All Levels,Business Finance,Ingles
418,Business Banking 101,25,132,All Levels,Business Finance,Aleman
419,CFA Level I Workshop 2: Financial Reporting & Analysis I ,20,126,All Levels,Business Finance,Ingles
420,Breakout Patterns Workshop by Pattern Trader,60,32,All Levels,Business Finance,Ingles
421,Asset Protection Using Offshore Companies,20,480,All Levels,Business Finance,Ingles
422,Get Credit for Your EIN That's Not Linked to Your SSN,20,27,Beginner Level,Business Finance,Ingles
423,Financial Translation,20,167,Beginner Level,Business Finance,Ingles
424,How to Pick Stocks,20,131,All Levels,Business Finance,Ingles
425,Binary Beginners Mastery Strategy.,0,927,Beginner Level,Business Finance,Ingles
426,Accounting 101-Master Class for Understanding Business,20,37,All Levels,Business Finance,Ingles
427,High-Frequency Trading & Dark Pools,40,19,Beginner Level,Business Finance,Ingles
428,How To Crowdfund,30,43,All Levels,Business Finance,Ingles
429,Financial Statement Fundamentals for Small Biz & Investors,30,751,Beginner Level,Business Finance,Ingles
430,Master The Stock Market with practice,35,49,All Levels,Business Finance,Ingles
431,Introduction to Trade Theory (Technical Analysis) For Stocks,20,45,Beginner Level,Business Finance,Ingles
432,Forex Trading For Beginners: Technical Trading,0,1685,Beginner Level,Business Finance,Ingles
433,IAS 12 - Accounting for Income Taxes (Basics),0,4269,All Levels,Business Finance,Ingles
434,Surpassing Your Kickstarter Goals,30,124,All Levels,Business Finance,Ingles
435,Simple Linear Regression Analysis ( A Complete Course ),200,811,All Levels,Business Finance,Ingles
436,Forex: Learn to Trade Forex and FX Consistently,50,956,All Levels,Business Finance,Ingles
437,Trading: High-ROI Trading,190,126,Intermediate Level,Business Finance,Ingles
438,Fundraising 101,95,26,Beginner Level,Business Finance,Ingles
439,Professional Bookkeeping & Accounting 2 - Bank Daybook,35,91,All Levels,Business Finance,Ingles
440,Filing with Companies House UK,30,30,All Levels,Business Finance,Ingles
441,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",195,226,All Levels,Business Finance,Ingles
442,The Advantages of ETF Options and Index Options Trading,60,52,Intermediate Level,Business Finance,Ingles
443,Learn to Trade Forex - from Beginner to Professional,195,89,All Levels,Business Finance,Ingles
444,"Investing In Stocks For Big Gains, Fundamental Investing",200,267,All Levels,Business Finance,Ingles
445,Introduction to Equity Markets,0,4770,Beginner Level,Business Finance,Ingles
446,Beginners Guide To Ichimoku Trading,20,265,All Levels,Business Finance,Aleman
447,Financial Management - Ratio Analysis,20,2046,Beginner Level,Business Finance,Ingles
448,ALGOTECH Hedge Fund Method for Stock Market Trading,20,605,All Levels,Business Finance,Ingles
449,Futures/Commodity Trading,50,472,All Levels,Business Finance,Ingles
450,Complete Claritas Investment Certificate,50,388,All Levels,Business Finance,Ingles
451,Introduction to the economics of public services regulation,80,98,Intermediate Level,Business Finance,Ingles
452,Accounting Standard 3 - An Analysis,25,1888,Intermediate Level,Business Finance,Ingles
453,Essentials of money value: Get a financial Life !,20,0,All Levels,Business Finance,Ingles
454,Introduction to Forex Trading Business For Beginners,20,0,Beginner Level,Business Finance,Ingles
455,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,20,0,Beginner Level,Business Finance,Ingles
456,Introduction to Project Management for Finance and Acct'g,50,0,Beginner Level,Business Finance,Ingles
457,Best Practices in Corporate Budgeting,50,0,Intermediate Level,Business Finance,Ingles
458,Financial Statement Auditing Cycles,50,0,Intermediate Level,Business Finance,Ingles
459,Case studies on credit appraisal for bankers,20,0,Beginner Level,Business Finance,Ingles
460,Building a Balanced Scorecard,50,0,Intermediate Level,Business Finance,Ingles
461,Options Trading Foundation: Your journey to competency...,95,0,Intermediate Level,Business Finance,Ingles
